registro_sistema,titulo,autor,assunto_principal,tipo_material,biblioteca,exemplares,emp_2018,emp_2019,emp_2020,emp_2022,total_emprestimos,media_por_exemplar
57178,Desmistificando a computação grafica,"Venetianer, Tomas.",Computação grafica,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
57207,C :,"Kernighan, Brian W.,",C (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
57215,Introdução aos sistemas de gerência de banco de dados,"Leite, Leonardo Lellis Pereira,",Banco de dados,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
57232,Programação estruturada com estudos de casos em Pascal,"Collins, Willian.",PASCAL (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
57238,Implantação de um sistema de detecção de vazamentos em oleodutos com tratamento de alarmes falsos,"Oliveira, Abenildo Alves de.",Informática -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
57243,Uma fundamentação matemática para o processamento de imagens digitais intervalares,"Lyra, Aarao.",Processamento digital de imagens -,Tese,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
57248,Computer networks,"Tanenbaum, Andrew S.,",Redes de computação,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57249,Tipos (abstratos) de dados :,"Veloso, Paulo A. S. (Paulo Augusto Silva),",Dados -,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57251,Computer hardware/software architecture,"Toy, Wing N.,",Arquitetura de computador,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
57252,Bancos de dados não convencionais :,"Melo, Rubens Nascimento.",Banco de dados,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57263,Redes locais,"Soares, Luiz Fernando G.",Redes de computação,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
57266,The design of operating systems for small computer systems,"Kaisler, Stephen H.",Sistemas operacionais (Computadores),Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57267,Modelagem e projetos baseados em objetos,,Engenharia de sistemas,Livro,Biblioteca Central Zila Mamede,5,0,0,0,0,0,0.0
57269,Desenvolvimento rápido de sistemas,"Gane, Chris,",Análise de sistemas,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57270,Desenvolvimento estruturado de sistemas,"Gomes, Carlos.",Análise de sistemas,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57271,Computer operating systems :,"Barron, D. W.",Sistemas operacionais (Computadores),Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57305,Building university electronic educational environments :,,Internet e educação,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57313,The logic of partial information,"Abdallah, Areski Nait,",Engenharia de programas de computador,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57351,Designing the user interface :,"Shneiderman, Ben.",Interação homem-computador,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57356,"Dynamics, polarity, and quantification",,Semântica de programas,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57395,Smart card research and advanced applications  :,,Arquitetura dos computadores,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57396,Cryptography decrypted,"Mel, H. X.,",Criptografia,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57398,Learnable classes of categorial grammars,"Kanazawa, Makoto,",Gramática de contexto livre -,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57399,Algebraic semantics in language and philosophy,"Link, Godehard.",Gramática comparativa e geral (Informática),Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57400,German in head-driven phrase structure grammar,,Processamento da linguagem alemã -,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57401,Selected papers on computer science,"Knuth, Donald Ervin,",Ciência da computação,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57402,Formal methods for distributed system development :,,Engenharia de programas de computador,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57404,Formal techniques for networked and distributed systems :,,Engenharia de programas de computador,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57405,Games in operations management :,,Engenharia de programas de computador,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57410,VLSI :,,Sistemas de computadores embutidos,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57411,Home informatics and telematics :,,Microcomputadores -,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57414,Natural language processing and knowledge representation :,,Linguagens de programação de computador,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57415,Complex predicates and information spreading in LFG,"Andrews, Avery D.",Sintaxe e semântica de programas,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57417,"Quantifiers, deduction, and context",,Gramática comparativa e geral,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57418,Communications and multimedia security issues of the new century :,,Rede de computadores -,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57436,System modelling and optimization :,,Modelagem de sistemas,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57438,Information security for global information infrastructures :,,Segurança em computador,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57443,What not how :,"Date, C. J.",Engenharia de programas de computador,Livro,Biblioteca Central Zila Mamede,7,0,0,0,0,0,0.0
57445,Proposta de integração das redes de comunicação da COSERN como uma solução de contigêncvia em caso de falhas nos enlaces do backbone de automação,"Oliveira, Bernardo Emídio Fernandes de.",Rede de computadores -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
57452,A influência dos agentes inteligentes na navageção dos usuários em ambientes virtuais,"Araújo, Anderson Souza de.",Comunicação virtual -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
57455,Testing of communicating systems :,,Sistemas de telecomunicação -,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57458,Managing Qos in multimedia networks and services :,,Sistema multimídia,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57475,Systems that learn :,,Aprendizagem (Ciência da computação) -,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57476,Kurumin :,"Morimoto, Carlos.",Linux(Sistema operacional de computador),Livro,Biblioteca Central Zila Mamede,3,0,0,0,0,0,0.0
57479,Fundamentals of interactive computer graphics,"Foley, James D.,",Computação gráfica,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
57480,Automatic algorithm recognition and replacement :,"Metzger, Robert C.",Programação (Computadores),Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57501,Environmental software systems :,,Processamento de dados -,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57506,"Global engineering, manufacturing and enterprise networks :",,Redes -,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57512,Syntactic theory :,"Sag, Ivan A.,",Gramática (Computação) -,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57515,The situation in logic,"Barwise, Jon.",Linguagem e lógica,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
57517,Modal logic and process algebra :,,Linguagem formal(Computação),Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57518,"Quantifiers, logic, and language",,Gramática (Computação),Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57519,Propositional attitudes :,,Semântica (Computação),Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57520,The concept of logical consequence,"Etchemendy, John,","Tarski, Alfred",Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57522,Realigning research and practice in information systems development :,,Tecnologia da informação,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57524,Vicious circles :,"Barwise, Jon.",Tecnologia da informação,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57525,Local constraints vs. economy,"Johnson, David E.,",Gramática (Computação),Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57542,Advances in modal logic,,Programação lógica (Computação),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
57548,Situations and attitudes,"Barwise, Jon.",Semântica (Computação),Livro,Biblioteca Central Zila Mamede,4,0,0,0,0,0,0.0
57552,A descriptive approach to language-theoretic complexity,"Rogers, James,",Gramática (Computação),Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57572,Solving the frame problem :,"Shanahan, Murray.",Inteligência artificial,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57586,Fuzzy logic,"McNeill, Dan.",Informática -,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57589,"Logic, language and computation",,Linguagem e lógica,Livro,Biblioteca Central Zila Mamede,3,0,0,0,0,0,0.0
57595,Situation theory and its applications,,Linguagem (Computação),Livro,Biblioteca Central Zila Mamede,4,0,0,0,0,0,0.0
57608,Fundamentos da computação gráfica,"Gomes, Jonas.",Computação gráfica,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57739,Uma introdução à biologia computacional,"Meidanis, João.",Escola de Computação,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57769,Controle de concorrência e distribuição de dados:,"Ferreira, João.",Informática,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
57844,Hardware/software co-design :,,Sistema operacional,Livro,Biblioteca Central Zila Mamede,7,0,0,0,0,0,0.0
57848,Projeto de banco de dados,"Heuser, Carlos Alberto.",Banco de dados -,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
58108,TCP/IP network administration,"Hunt, Craig.",TCP/IP (Protocolo de rede de computação),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
58205,Aspectos teóricos da computação,,Computação -,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
58280,Métodos simpliciais em computação gráfica,"Miranda, Jonas.",Cóloquio Brasileiro de Matemática,Livro,Biblioteca Central Zila Mamede,4,0,0,0,0,0,0.0
58718,Anais,"Simpósio Brasileiro de Redes de Computadores  (21. : 2003 : Natal, RN)",Redes de computação,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
58935,Utilização do Linux como ferramanenta antivírus em redes corporativas,"Medeiros, Teobaldo Adelino Dantas de.",Computador -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
58949,N2N framework :,"Burlamaqui, Aquiles Medeiros Filgueira.",Sistemas distribuídos -,Dissertação,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
58960,A visão de professores-formadores do PROINFO/RN sobre o uso dos recursos informáticos na educação,"Lima, Claudia Pereira de.",Educação -,Dissertação,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
59094,"Descobrindo microsoft windows me, millennium edition","Hartsfvang, Bjoern-Erik.",Microsoft Windows (Sistema operacional de computador),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
59342,Números dinâmicos :,"Oliveira Júnior, Osmar Fernandes de.",Computação numérica -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
59495,Algoritmo transgenético para o problema do passeio do pistoneio,"Souza, Ana Carla Cabral Medeiros de.",Informática -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
60064,Introduction to the design and analysis of algorithms,"Goodman, S. E.",Algoritmo,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
61146,Estruturas de dados e seus algoritmos,"Szwarcfiter, Jayme Luiz.",Estrutura de dados,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
61359,Informação & informática,,Ciência da informação,Livro,Biblioteca Central Zila Mamede,9,0,0,0,0,0,0.0
61406,Controle e certificação da qualidade no processamento eletrônico de imagens de documentos,"Avedon, Don M.",Processamento de imagens -,Livro,Biblioteca Central Zila Mamede,5,0,0,0,0,0,0.0
61727,Planejamento de instalações para sistemas de processamento eletrônico de imagens de documentos,"Schantz, Herbert F.",Processamento de imagens -,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
62141,An operating systems vade mecum,"Finkel, Raphael A.",Sistema Operacional,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
62160,Hackers expostos,"McClure, Stuart.",Redes de computadores -,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
62161,"Planejamento estratégico, análise de sistemas e projeto de bancos de dados :","Gillenson, Mark L.",Planejamento empresarial -,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
62248,Segurança da informação no correio eletrônico com base na ISO/IEC 17799 :,"Cavalcante, Sayonara de Medeiros.",Tecnologia da informação -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
62313,Metodologias para desenvolvimento de sistemas dinâmicos :,"Souza, Leonilda Maria M. de.",Modelagem -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
62410,Sistemas gráficos 3D,"Velho, Luiz.",Computação gráfica,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
62486,Sintonia :,"Lima, Josefino Cabral Melo.",Inteligência artificial -,Tese,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
62923,Algoritmos genéticos e processamento paralelo aplicados à definição e treinamento de redes neurais perceptron de múltiplas camadas,"Albuquerque, Ana Cláudia Medeiros Lins de.",Redes neurais -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
63096,Tipos abstratos de dados :,"Sette, José Sérgio Antunes.",Congresso da Sociedade Brasileira de Computação,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
63100,Iniciação ao processamento digital de imagens,"Paz, Eduardo Peixoto.",Congresso da Sociedade Brasileira da Computação,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
63101,Uma técnica de desenvolvimento de grandes sistemas de inteligência artificial,"Pereira, Antonio Eduardo Costa.",Congresso da Sociedade Brasileira de Computação,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
63103,Análise de circuitos VLSI,"Reis, Ricardo Augusto da Luz.",Congresso da Sociedade Brasileira de Computação,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
63111,Modelagem de aspectos temporais de sistemas de informação,"Edelweiss, Nina.",Escola de Computação,Livro,Biblioteca Central Zila Mamede,3,0,0,0,0,0,0.0
63214,Rede digital de serviços integrados de faixa larga (RDSI-FL),"Monteiro, José Augusto Suruagy.",Escola de Computação,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
63216,Ambientes de projeto de sistemas eletrônicos,"Wagner, Flávio Rech.",Escola de Computação,Livro,Biblioteca Central Zila Mamede,3,0,0,0,0,0,0.0
63223,Sistemas distribuídos :,"Queiroz, Antônio Monteiro de.",Escola de Computação,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
63258,Introdução aos espaços de escala,"Gomes, Jonas.",Computação gráfica,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
63260,Comércio eletrônico na www,"Meira Júnior, Wagner.",Worldwide Web -,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
63271,Arquiteturas super escalares :,"Fernandes, Edil S. T.",Escola de Computação,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
63278,How to build a Beowulf :,,Arquitetura de computadores,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
63322,Projeto estruturado de sistemas,"Page-Jones, Meilir.",Projeto de sistemas,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
63334,Sistemas de informação,"Melo, Ivo Soares.",Sistema de informação,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
63525,Sistema inteligente para determinação das direções de chegada de múltiplos sinais em arranjo de antenas,"Dourado Júnior, Osmar de Araújo.",Redes neurais -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
63896,Redes neurais :,"Vasconcelos, Germano Crispim.",Jornada de Atualização em Informática,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
63908,Analyse algorithmique de systèmes hybrides polygonaux,"Schneider, Gerardo.",Algoritmos -,Tese,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
64064,Anais [do] XIV Simpósio Brasileiro de Engenharia de Software,"Simpósio Brasileiro de Engenharia de Software  (14. : 2000 : João Pessoa, PB).",Engenharia de software -,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
64606,O problema bin packing tridimensional em contêineres :,"Liberalino, Carlos Heitor Pereira.",Informática -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
64832,Solaris implementation :,"Becker, George.",Solaris (Sistemas de computador),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
64834,Trading on the EDGE :,,Redes neurais (Computação),Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
64905,Projeto de Data Warehouse :,"Machado, Felipe Nery Rodrigues.",Armazenamento de dados,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
64910,Telecomunicações :,"Soares Neto, Vicente,",Cabos de telecomunicação,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
65045,Fundamentos do desenho orientado a objeto com UML,"Page-Jones, Meilir,",Software -,Livro,Biblioteca Central Zila Mamede,3,0,0,0,0,0,0.0
65098,Introdução à geometria computacional,"Figueiredo, Luiz Henrique de.",Geometria computacional,Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
65120,Inteligência artificial :,"Bittencourt, Guilherme.",Inteligência artificial,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
65195,Introdução às redes de Petri e aplicações,"Maciel, Paulo Romero Martins.",Redes de computação,Livro,Biblioteca Central Zila Mamede,4,0,0,0,0,0,0.0
65231,Tvoice :,"Gomes, Italo Herbert Santos e.",Sistema distribuídos -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
65795,Inteligência artificial,"Winston, Patrick Henry.",Inteligência artificial,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
66904,Turbo Pascal :,"Rinaldi, Roberto,",Turbo Pascal (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
67035,Segurança de dados :,"Terada, Routo.",Redes de computadores -,Livro,Biblioteca Central Zila Mamede,3,0,0,0,0,0,0.0
67304,Especificação de um bloco funcional implementando rede neural para redes industriais foundations fieldbus,"Besch, Gáudio Vinícius Lopes.",Redes industriais -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
67331,Um ambiente integrado para manipulação de tráfego multicast,"Lima, Weldson Queiroz de.",Redes de computação -,Dissertação,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
69122,Livro texto,"Escola de Informática da SBC  (1. : 1997 : Recife, PE : Natal, RN)",Informática -,Livro,Biblioteca Central Zila Mamede,2,0,0,0,0,0,0.0
69167,Turbo Pascal 7.0 :,"Rinaldi, Roberto,",Turbo Pascal (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,1,0,0,0,0,0,0.0
