id_exemplar,codigo_barras,colecao,biblioteca,status_material,localizacao,registro_sistema,circulavel,grupo_cdd
234134,2007039486,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,37:004.4 T135p 5.ed.,97001,True,correlato_004
234133,2007039485,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,37:004.4 T135p 5.ed.,97001,True,correlato_004
234137,2007039490,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,37:004.4 T135p 6.ed.,97003,True,correlato_004
234138,2007039491,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,37:004.4 T135p 6.ed.,97003,True,correlato_004
234145,2007039493,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,37:004.4 T135p 6.ed.,97006,True,correlato_004
234144,2007039492,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,37:004.4 T135p 6.ed.,97006,True,correlato_004
234190,2008000295,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.72 B336c,97029,True,primario_004
234191,2008000296,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.72 B336c,97029,True,primario_004
234237,2007039368,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.42 S586i 11.ed.,97042,True,primario_004
234239,2007039370,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.42 S586i 11.ed.,97042,True,primario_004
234243,2007039374,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.42 S586i 11.ed.,97042,True,primario_004
234242,2007039373,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.42 S586i 11.ed.,97042,True,primario_004
234240,2007039371,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.42 S586i 11.ed.,97042,True,primario_004
234238,2007039369,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.42 S586i 11.ed.,97042,True,primario_004
234244,2007039375,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.42 S586i 11.ed.,97042,True,primario_004
234241,2007039372,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.42 S586i 11.ed.,97042,True,primario_004
235110,2008002102,Acervo Circulante,Biblioteca Setorial Profª. Maria José Mamede Galvão - FELCS - Currais Novos,REGULAR,004.4 M847f,97408,True,primario_004
235111,2008002103,Acervo Circulante,Biblioteca Setorial Profª. Maria José Mamede Galvão - FELCS - Currais Novos,REGULAR,004.4 M847f,97408,True,primario_004
235109,2008002101,Acervo Circulante,Biblioteca Setorial Profª. Maria José Mamede Galvão - FELCS - Currais Novos,REGULAR,004.4 M847f,97408,True,primario_004
235107,2008002099,Acervo Circulante,Biblioteca Setorial Profª. Maria José Mamede Galvão - FELCS - Currais Novos,ESPECIAL,004.4 M847f,97408,True,primario_004
235108,2008002100,Acervo Circulante,Biblioteca Setorial Profª. Maria José Mamede Galvão - FELCS - Currais Novos,REGULAR,004.4 M847f,97408,True,primario_004
1300424,2016008088,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.4 S587s 1.ed.,97511,True,primario_004
235435,2008000439,Dissertações,Biblioteca Central Zila Mamede,ESPECIAL,004.032.26 S586m DISSERT,97538,True,primario_004
235514,2008003490,Dissertações,Biblioteca Central Zila Mamede,ESPECIAL,004.5 S586b DISSERT,97562,True,primario_004
235517,2008003489,Dissertações,Biblioteca Central Zila Mamede,ESPECIAL,004.41 S729j DISSERT,97564,True,primario_004
235984,2008002584,Acervo Circulante,Biblioteca Setorial do Centro Ciências Sociais Aplicadas - CCSA,REGULAR,338.45:004.7 B942c,97718,True,correlato_004
236016,2008005259,Dissertações,Biblioteca Central Zila Mamede,ESPECIAL,004.43 G633b DISSERT,97735,True,primario_004
236319,2008005277,Dissertações,Biblioteca Central Zila Mamede,ESPECIAL,004.85 P222u DISSERT,97863,True,primario_004
1085824,2013084652,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.6 U58b,98042,True,primario_004
987022,2011041851,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.6 U58b UFRN,98042,True,primario_004
1419513,2024017072,Publicações da UFRN,Biblioteca Setorial do Centro Ciências Sociais Aplicadas - CCSA,REGULAR,004.6 U58b UFRN,98042,True,primario_004
236718,2009035096,Acervo Circulante,Biblioteca Setorial Prof. Francisco Gurgel de Azevedo - Instituto Química - IQ,NÃO CIRCULA,004.6 U58b,98042,False,primario_004
930013,2011042507,Obras de Referência,"Biblioteca Setorial do Centro de Ciências Humanas, Letras e Artes - CCHLA",NÃO CIRCULA,004.6 U58b REF,98042,False,primario_004
913980,2011022241,Acervo Circulante,Biblioteca Setorial Prof. Leopoldo Nelson - ­Centro de Biociências - CB,REGULAR,004.6 U58b UFRN,98042,True,primario_004
923890,2011020731,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.6 U58b,98042,True,primario_004
280163,2009050639,Obras de Referência,"Biblioteca Setorial do Centro de Ciências Humanas, Letras e Artes - CCHLA",NÃO CIRCULA,004.6 U58b REF,98042,False,primario_004
1299055,2018019859,Acervo Circulante,Biblioteca Setorial do Centro Ciências da Saúde - CCS,ESPECIAL,004.6 U58b,98042,True,primario_004
795535,2010049017,Acervo Circulante,Biblioteca Setorial do Núcleo de Ensino Superior de Macau - NESM,ESPECIAL,004.6 U58b,98042,True,primario_004
1085822,2013095434,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.6 U58b,98042,True,primario_004
289606,2010004266,Publicações da UFRN,Biblioteca Setorial do Centro Ciências Sociais Aplicadas - CCSA,REGULAR,004.6 U58b UFRN,98042,True,primario_004
785685,2010035973,Acervo Circulante,Biblioteca Setorial Prof. Dr. Marcelo Bezerra de Melo Tinôco - DARQ - ­CT,NÃO CIRCULA,004.6 U58b UFRN,98042,False,primario_004
1154265,2014071486,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.6 U58b,98042,True,primario_004
1362802,2022010981,Acervo Circulante,"Biblioteca Setorial do Centro de Ciências Humanas, Letras e Artes - CCHLA",NÃO CIRCULA,004.6 U58b REF,98042,False,primario_004
1296791,2018015934,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.6 U58b,98042,True,primario_004
1074256,2013084652,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.6 U58b,98042,True,primario_004
1213249,2016002507,Acervo Circulante,Biblioteca Setorial Prof. Leopoldo Nelson - ­Centro de Biociências - CB,REGULAR,004.6 U58b UFRN,98042,True,primario_004
796770,2010050381,Publicações da UFRN,Biblioteca Setorial do Centro Ciências Sociais Aplicadas - CCSA,ESPECIAL,004.6 U58b UFRN,98042,True,primario_004
236717,2008044359,Publicações da UFRN,Biblioteca Setorial do Centro Ciências Sociais Aplicadas - CCSA,REGULAR,004.6 U58b UFRN,98042,True,primario_004
236716,2008013230,Acervo Circulante,Biblioteca Setorial Prof. Leopoldo Nelson - ­Centro de Biociências - CB,NÃO CIRCULA,004.6 U58b UFRN,98042,False,primario_004
1057724,2013028810,Obras de Referência,"Biblioteca Setorial do Centro de Ciências Humanas, Letras e Artes - CCHLA",NÃO CIRCULA,004.6 U58b REF,98042,False,primario_004
237053,2007029859,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.725.5 R437a,98123,True,primario_004
237338,2008005978,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.422.63 E82 4.ed.,98211,True,primario_004
777855,2009052000,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.422.63 E82 4.ed.,98211,True,primario_004
237494,2008005941,Monografias,"Biblioteca Setorial do Centro de Ciências Humanas, Letras e Artes - CCHLA",ESPECIAL,316.7:004.5 I68p MONOG,98275,True,correlato_004
1419305,2024016805,Acervo Circulante,Biblioteca Setorial do Centro Ciências Sociais Aplicadas - CCSA,REGULAR,004.738.5:339 A334c 5.ed.,98315,True,primario_004
956710,2011077595,Acervo Circulante,Biblioteca Setorial do Centro Ciências Sociais Aplicadas - CCSA,REGULAR,004.738.5:339 A334c 5.ed.,98315,True,primario_004
237560,A008047,Acervo Circulante,Biblioteca Setorial do Centro Ciências Sociais Aplicadas - CCSA,REGULAR,004.738.5:339 A334c 5.ed.,98315,True,primario_004
237558,A008046,Acervo Circulante,Biblioteca Setorial do Centro Ciências Sociais Aplicadas - CCSA,ESPECIAL,004.738.5:339 A334c 5.ed.,98315,True,primario_004
237559,A008895,Acervo Circulante,Biblioteca Setorial do Centro Ciências Sociais Aplicadas - CCSA,REGULAR,004.738.5:339 A334c 5.ed.,98315,True,primario_004
238153,2007040668,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.92 E46t,98649,True,primario_004
238352,2008011367,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.451.5 P942b,98773,True,primario_004
1323241,2019014578,Acervo Circulante,Biblioteca Setorial do Centro Ciências Sociais Aplicadas - CCSA,REGULAR,004.451.5 P942b,98773,True,primario_004
238353,2008011366,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.451.5 P942b,98773,True,primario_004
238472,2008016112,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.43 R577,98855,True,primario_004
238471,2008007202,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.43 R577,98855,True,primario_004
238689,2008007204,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.272.2 P222,99006,True,primario_004
1038255,2013001165,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004 F814i,99061,True,primario_004
1038256,2013001166,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004 F814i,99061,True,primario_004
238833,2008011801,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004 F814i,99061,True,primario_004
1038254,2013001164,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004 F814i,99061,True,primario_004
238834,2008011802,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004 F814i,99061,True,primario_004
1038257,2013001167,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004 F814i,99061,True,primario_004
1038258,2013001168,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004 F814i,99061,True,primario_004
238975,2008013751,Dissertações,Biblioteca Central Zila Mamede,ESPECIAL,004 S232a DISSERT,99121,True,primario_004
239278,2008011365,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.42 H546h,99177,True,primario_004
239408,2008015757A,Multimeios,Biblioteca Setorial Prof. Ronaldo Xavier de Arruda - CCET,REGULAR,004.451.9 K83g 4.ed. CDR,99309,False,primario_004
239405,2008015758,Acervo Circulante,Biblioteca Setorial Prof. Ronaldo Xavier de Arruda - CCET,ESPECIAL,004.451.9 K83g 4.ed.,99309,True,primario_004
239406,2008015758A,Multimeios,Biblioteca Setorial Prof. Ronaldo Xavier de Arruda - CCET,ESPECIAL,004.451.9 K83g 4.ed. CDR,99309,False,primario_004
239407,2008015757,Acervo Circulante,Biblioteca Setorial Prof. Ronaldo Xavier de Arruda - CCET,REGULAR,004.451.9 K83g 4.ed.,99309,True,primario_004
240635,2008015679,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004 C597m,99994,True,primario_004
925327,2011002519,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004 C597m,99994,True,primario_004
240653,2008015836,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.38 V127d,100004,True,primario_004
240661,2008015662,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.423.2 D725i,100008,True,primario_004
240693,2008015837,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004 V127v,100030,True,primario_004
240695,2008015839,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004 V127v,100030,True,primario_004
240694,2008015838,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004 V127v,100030,True,primario_004
240696,2008015840,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004 V127v,100030,True,primario_004
240702,2008015602,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.056.55 V217q,100034,True,primario_004
240716,2008047912,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004 M744u,100042,True,primario_004
240715,2008015786,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004 M744u,100042,True,primario_004
241087,2008015818,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.43 S653p,100265,True,primario_004
241086,2008015817,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.43 S653p,100265,True,primario_004
972525,2011073394,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.6 O41p,100283,True,primario_004
241115,2008015791,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.6 O41p,100283,True,primario_004
1015204,2012049509,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.6 O41p,100283,True,primario_004
241116,2008015792,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.6 O41p,100283,True,primario_004
972524,2011073393,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.6 O41p,100283,True,primario_004
1015203,2012049508,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.6 O41p,100283,True,primario_004
972688,2011082479,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.6 O41p,100283,True,primario_004
241120,2008015762A,Multimeios,Biblioteca Central Zila Mamede,REGULAR,5:004 L253f CDR,100284,False,correlato_004
241117,2008015761,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,5:004 L253f,100284,True,correlato_004
241119,2008015761A,Multimeios,Biblioteca Central Zila Mamede,ESPECIAL,5:004 L253f CDR,100284,False,correlato_004
241118,2008015762,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,5:004 L253f,100284,True,correlato_004
241143,2008015740A,Multimeios,Biblioteca Central Zila Mamede,REGULAR,004.94 K29s 4.ed. CDR,100293,False,primario_004
241140,2008015739,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.94 K29s 4.ed.,100293,True,primario_004
241141,2008015740,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.94 K29s 4.ed.,100293,True,primario_004
241142,2008015739A,Multimeios,Biblioteca Central Zila Mamede,ESPECIAL,004.94 K29s 4.ed. CDR,100293,False,primario_004
242934,2008013424,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.43 J12w,101139,True,primario_004
242933,2008016071,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.43 J12w,101139,True,primario_004
1349832,2021000456,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,370:004 C289i 3.ed.,101153,True,correlato_004
1349829,2021000453,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,370:004 C289i 3.ed.,101153,True,correlato_004
1347023,2020003869,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,370:004 C289i 3.ed.,101153,True,correlato_004
1349828,2021000452,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,370:004 C289i 3.ed.,101153,True,correlato_004
1347024,2020003870,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,370:004 C289i 3.ed.,101153,True,correlato_004
1349833,2021000457,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,370:004 C289i 3.ed.,101153,True,correlato_004
1349831,2021000455,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,370:004 C289i 3.ed.,101153,True,correlato_004
1349830,2021000454,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,370:004 C289i 3.ed.,101153,True,correlato_004
284944,2009057089,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.423 B476l 1.ed.,101184,True,primario_004
898697,2010069194,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.423 B476l 1.ed.,101184,True,primario_004
242834,2008015841,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.423 B476l 1.ed.,101184,True,primario_004
242835,2008015967,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.43 A646m,101185,True,primario_004
242836,2008014371,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.43 A646m,101185,True,primario_004
242865,2008015775,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.72 L662s,101205,True,primario_004
242957,2008021324,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.43 D578z,101245,True,primario_004
242956,2008015671,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.43 D578z,101245,True,primario_004
242963,2008016122,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.43 D313,101249,True,primario_004
242962,2008016121,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.43 D313,101249,True,primario_004
242967,2008015972,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.415.5 S995,101251,True,primario_004
242968,2008024937,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.415.5 S995,101251,True,primario_004
921649,2011025859,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.423.46 F518a,101505,True,primario_004
243429,2008020029,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.423.46 F518a,101505,True,primario_004
933078,2010013862,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.738.5.057.4 V895,101510,True,primario_004
1387612,2023001477,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.738.5.057.4 V895,101510,True,primario_004
933080,2010013864,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.738.5.057.4 V895,101510,True,primario_004
243385,2008015335,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.738.5.057.4 V895,101510,True,primario_004
933079,2010013863,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.738.5.057.4 V895,101510,True,primario_004
243708,2008015718,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.8 M663 2.ed.,101721,True,primario_004
243707,2008015717,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.8 M663 2.ed.,101721,True,primario_004
243789,2008013428,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.43 K21c,101762,True,primario_004
244066,2008015619,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.43 B815l,101903,True,primario_004
244079,2008024946,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004 T991,101912,True,primario_004
244078,2008016016,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004 T991,101912,True,primario_004
244080,2008024942,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.42 T991,101913,True,primario_004
244085,2009015120,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.8 A939,101916,True,primario_004
819359,2010062903,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.8 A939,101916,True,primario_004
244084,2008047909,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.8 A939,101916,True,primario_004
244083,2008022589,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.8 A939,101916,True,primario_004
244425,2008014376,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.42 B736p,102123,True,primario_004
898695,2010062870,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004 T396,102130,True,primario_004
244436,2008022590,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004 T396,102130,True,primario_004
244438,2009009917,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004 T396,102130,True,primario_004
898694,2010062869,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004 T396,102130,True,primario_004
244437,2009009916,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004 T396,102130,True,primario_004
244528,2008024961,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.42 P332i,102162,True,primario_004
244529,2008024962,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.42 P332i,102162,True,primario_004
244527,2008024960,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.42 P332i,102162,True,primario_004
244656,2008015640,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.43:681.3.06 R332,102222,True,primario_004
244785,2008024929,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.738.5 M619w 2.ed.,102300,True,primario_004
244786,2008024930,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.738.5 M619w 2.ed.,102300,True,primario_004
244784,2008024928,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.738.5 M619w 2.ed.,102300,True,primario_004
244899,2008015779,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.056 M296m,102367,True,primario_004
245039,2007033356,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.514.6 S763w,102442,True,primario_004
245047,2007034570,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.738.5 D252v,102448,True,primario_004
245048,2007034565,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.4 S556e,102449,True,primario_004
245258,2008025018,Acervo Circulante,Biblioteca Setorial do Centro Ciências Sociais Aplicadas - CCSA,ESPECIAL,004.738.5:339 T931e,102526,True,primario_004
245326,2007034573,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.43 H496f,102553,True,primario_004
245330,2007029858,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.451.9 C747p,102557,True,primario_004
245332,2007034563,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.4 S785m,102559,True,primario_004
245336,2008024965,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.738.5 P911u,102561,True,primario_004
245355,2007034575,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004 M478,102570,True,primario_004
245480,2007034564,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.41 T227s,102646,True,primario_004
245481,2007034566,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004 U45c,102647,True,primario_004
245741,2008024953,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.4 T672,102810,True,primario_004
245742,2008016110,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.42 T991,102811,True,primario_004
245818,2007034694,Dissertações,Biblioteca Central Zila Mamede,ESPECIAL,004.738.5 K96e DISSERT,102868,True,primario_004
245917,2008047960,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.43 A244,102934,True,primario_004
1014542,2012044203,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.43 A244,102934,True,primario_004
1014544,2012044205,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.43 A244,102934,True,primario_004
1014545,2012044206,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.43 A244,102934,True,primario_004
245916,2008013309,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.43 A244,102934,True,primario_004
1014543,2012044204,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.43 A244,102934,True,primario_004
1014541,2012044202,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.43 A244,102934,True,primario_004
245969,2008029955,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.41 M929e,102962,True,primario_004
245970,2008029957,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.43 H893p,102964,True,primario_004
245971,2008029959,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.42 L886c,102967,True,primario_004
245973,2008029958,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.43 M435p,102969,True,primario_004
286385,2009058587,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.4 J12s,103018,True,primario_004
822849,2010062773,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.4 J12s,103018,True,primario_004
246055,2008024955,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.4 J12s,103018,True,primario_004
246170,2008029601,Dissertações,Biblioteca Central Zila Mamede,ESPECIAL,004.7 A663e DISSERT,103098,True,primario_004
246172,2008029600,Dissertações,Biblioteca Central Zila Mamede,ESPECIAL,004.75 L864c DISSERT,103101,True,primario_004
246541,2008024583,Acervo Circulante,"Biblioteca Setorial do Centro de Ciências Humanas, Letras e Artes - CCHLA",REGULAR,004 J69c,103326,True,primario_004
246540,2008024582,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004 J69c,103326,True,primario_004
766368,2009058628,Acervo Circulante,"Biblioteca Setorial do Centro de Ciências Humanas, Letras e Artes - CCHLA",ESPECIAL,2:004.738.5 C188e,103356,True,correlato_004
