registro_sistema,titulo,sub_titulo,assunto,autor,tipo_material,quantidade,ano,edicao,editora,isbn,assunto_lista,assunto_principal
230395,Django essencial :,"usando rest, websockets e backbone /",Python (Linguagem de programação de computador)#$&Django (Recurso eletrônico)#$&Sites da Web -#$&Desenvolvimento.#$&Linguagem de programação (Computadores).#$&Sites da web #$&Programas autorizados,"Elman, Julia",Livro,7,2015.0,1. ed. -,"Novatec,",9788575224243,"['Python (Linguagem de programação de computador)', 'Django (Recurso eletrônico)', 'Sites da Web -', 'Desenvolvimento', 'Linguagem de programação (Computadores)', 'Sites da web', 'Programas autorizados']",Python (Linguagem de programação de computador)
230396,Primeiros passos com sensores,,Arduino (Controlador programável)#$&Detectores.#$&Hardware.#$&Raspberry Pi (Computador),"Karvinen, Kimmo",Livro,14,2014.0,,"Novatec,",9788575224021,"['Arduino (Controlador programável)', 'Detectores', 'Hardware', 'Raspberry Pi (Computador)']",Arduino (Controlador programável)
230508,ITIL v3 atualizado em 2011:,conceitos e simulados para certificação ITIL Foundation e teste de conhecimento/,"Tecnologia da informação -#$&Administração -#$&Manuais, guias, etc..#$&Serviços de suporte (Gerenciamento) -#$&Manuais, guias, etc..#$&Suporte técnico de computadores -#$&Manuais, guias, etc..#$&Tecnologia da informação -#$&Exames -#$&Guias de estudo.","Teruel, Evandro Carlos.",Livro,2,2014.0,,"Ciência Moderna,",,"['Tecnologia da informação -', 'Administração -', 'Manuais, guias, etc', 'Serviços de suporte (Gerenciamento) -', 'Manuais, guias, etc', 'Suporte técnico de computadores -', 'Manuais, guias, etc', 'Tecnologia da informação -', 'Exames -', 'Guias de estudo']",Tecnologia da informação -
230575,A arte do gerencimento de projetos,,Administração de projetos#$&Liderança.#$&Informática -#$&Gestão.,"Berkun, Scott.",Livro,1,2008.0,,"Bookman,",,"['Administração de projetos', 'Liderança', 'Informática -', 'Gestão']",Administração de projetos
230622,The squandered computer :,evaluating the business alignment of information technologies /,Gestão -#$&Tecnologia da informação.#$&Tecnologia da informação -#$&Aspectos econômicos.#$&Negócio -#$&Processamento de dados -#$&Aspectos econômicos.#$&Dados eletrônicos -#$&Departamentos de processamento -#$&Subcontratação.#$&Computadores -#$&Aspectos econômicos.,"Strassmann, Paul A.",Livro,1,1997.0,,"Information Economics Press,",,"['Gestão -', 'Tecnologia da informação', 'Tecnologia da informação -', 'Aspectos econômicos', 'Negócio -', 'Processamento de dados -', 'Aspectos econômicos', 'Dados eletrônicos -', 'Departamentos de processamento -', 'Subcontratação', 'Computadores -', 'Aspectos econômicos']",Gestão -
230623,Mastering the hype cycle :,how to choose the right innovation at the right time /,Inovações tecnológicas -#$&Gestão.#$&Mudança organizacional.,"Fenn, Jackie.",Livro,1,2008.0,,"Harvard Business Press,",,"['Inovações tecnológicas -', 'Gestão', 'Mudança organizacional']",Inovações tecnológicas -
230924,Pesquisa sobre o uso das tecnologias de informação e comunicação no setor público Brasileiro :,TIC governo eletrônico 2013 = Survey on the use of information and communication technologies in the Brazilian public sector : ICT eletronic government 2013 /,Tecnologia da informação -#$&Pesquisa -#$&Brasil.#$&Internet -#$&Brasil.,,Livro,3,2014.0,,"CGI.br,",,"['Tecnologia da informação -', 'Pesquisa -', 'Brasil', 'Internet -', 'Brasil']",Tecnologia da informação -
230998,Webeconomia,,Internet.#$&World Wide Web (Sistema de recuperação da informação),"Schwartz, Evan I.",Livro,1,1998.0,,"Makron Books,",,"['Internet', 'World Wide Web (Sistema de recuperação da informação)']",Internet
231002,Crie um sistema Web com PHP 5 e AJAX :,controle de estoque /,PHP (Linguagem de programação de computador)#$&Ajax (Técnicas de desenvolvimento de sites da Web).#$&Sites da Web -#$&Desenvolvimento.,"Soares, Walace,",Livro,2,2009.0,1. ed. -,"Érica,",9788536502403,"['PHP (Linguagem de programação de computador)', 'Ajax (Técnicas de desenvolvimento de sites da Web)', 'Sites da Web -', 'Desenvolvimento']",PHP (Linguagem de programação de computador)
231082,Anais do XXI Congresso da Sociedade Brasileira de Computação :,as tecnologias da informação e a questão social /,Ciência da Computação -#$&Congressos.#$&Informática -#$&Educação -#$&Congressos.,"Congresso da Sociedade Brasileira de Computação  (21. : 2001 : Fortaleza, CE).",Livro,1,2001.0,,"SBC,",8588442043,"['Ciência da Computação -', 'Congressos', 'Informática -', 'Educação -', 'Congressos']",Ciência da Computação -
231119,Estrutura de dados e técnicas de programação,,Programação (Computadores).#$&Estrutura de dados (Computação).,,Livro,78,2014.0,1. ed -,"Campus,",9788535274370,"['Programação (Computadores)', 'Estrutura de dados (Computação)']",Programação (Computadores)
231126,Proceedings [of the] XI Symposium on Virtual and Augmented Reality,,Realidade virtual -,"Symposium on Virtual and Augmented Reality  (11. : 2009 : Porto Alegre, RS)",Livro,1,2009.0,,"Sociedade Brasileira de Computação,",8576692414,['Realidade virtual -'],Realidade virtual -
231128,MATLAB 6 :,curso completo /,MATLAB (Programa de computador).#$&Análise numérica -#$&Processamento de dados.,"Hanselman, Duane C.",Livro,1,2003.0,,"Prentice Hall,",8587918567,"['MATLAB (Programa de computador)', 'Análise numérica -', 'Processamento de dados']",MATLAB (Programa de computador)
231142,Inteligência artificial,,Inteligencia artificial.,"Lima, Isaías.",Livro,79,2014.0,1. ed. -,"Elsevier :#$&Campus,",9788535278088,['Inteligencia artificial'],Inteligencia artificial
231143,E-gov.br :,"a próxima revolução brasileira : eficiência, qualidade e democracia : o governo eletrônico no Brasil e no mundo /",Internet na administração pública -#$&Brasil.#$&Administração pública -#$&Brasil.#$&Recursos de rede de computador.#$&Informações governamentais -#$&Brasil -#$&Recursos de rede de computador.,,Livro,1,2004.0,,"Prentice Hall,",,"['Internet na administração pública -', 'Brasil', 'Administração pública -', 'Brasil', 'Recursos de rede de computador', 'Informações governamentais -', 'Brasil -', 'Recursos de rede de computador']",Internet na administração pública -
231203,Metodologia de pesquisa para ciência da computação,,Ciência da Computação -#$&Metodologia da pesquisa.#$&Pesquisa -#$&Metodologia.#$&Projeto de pesquisa -#$&Metodologia.,"Wazlawick, Raul Sidnei.",Livro,78,2014.0,2. ed. -,"Campus ;#$&Elsevier,",9788535277821,"['Ciência da Computação -', 'Metodologia da pesquisa', 'Pesquisa -', 'Metodologia', 'Projeto de pesquisa -', 'Metodologia']",Ciência da Computação -
231225,Como ser um programador melhor :,um manual para programadores que se importam com código /,Linguagem de programação.#$&Software -#$&Desenvolvimento.#$&Codificação (Computação).,"Goodliffe, Pete.",Livro,3,2015.0,,"Novatec,",,"['Linguagem de programação', 'Software -', 'Desenvolvimento', 'Codificação (Computação)']",Linguagem de programação
231250,Combate ao spam na internet no Brasil :,histórico de reflexões sobre o combate ao spam e a gerência da porta 25 coordenadas pelo Comitê Gestor da Internet no Brasil /,Internet -#$&Medidas de segurança.#$&Políticas públicas -#$&Brasil.#$&Redes de computadores -#$&Medidas de segurança.#$&Spam(Mensagem eletrônica) -#$&Combate.,,Livro,3,2015.0,,"Comitê Gestor da Internet no Brasil,",,"['Internet -', 'Medidas de segurança', 'Políticas públicas -', 'Brasil', 'Redes de computadores -', 'Medidas de segurança', 'Spam(Mensagem eletrônica) -', 'Combate']",Internet -
231286,Introdução ao MongoDB,,Banco de dados.#$&Projeto de banco de dados.#$&Sistemas de informação gerencial.#$&Banco de dados.,"Hows, David.",Livro,11,2015.0,1. ed. -,"Novatec,",9788585224229,"['Banco de dados', 'Projeto de banco de dados', 'Sistemas de informação gerencial', 'Banco de dados']",Banco de dados
231288,Aprenda a programar com scratch :,"uma introdução visual à programação com jogos, arte, ciência e matemática /",Programação.#$&Linguagem de programação.#$&Programação -#$&scratch.,"Marji, Majed.",Livro,3,2014.0,,Novatec,,"['Programação', 'Linguagem de programação', 'Programação -', 'scratch']",Programação
231336,Inteligência artificial :,uma abordagem de aprendizado de máquina /,Inteligência artificial.#$&Aprendizado do computador#$&Redes neurais (Computação).,,Livro,17,2011.0,,"LTC Ed.,",9788521618805,"['Inteligência artificial', 'Aprendizado do computador', 'Redes neurais (Computação)']",Inteligência artificial
231450,A informática na biblioteconomia e na documentação,,Bibliotecas -#$&Automação.,"Barsotti, Roberto.",Livro,1,1990.0,,"Polis ;#$&APB,",8572280014,"['Bibliotecas -', 'Automação']",Bibliotecas -
231587,Estruturas de dados fundamentais :,conceitos e aplicações /,Estruturas de dados (Computação)#$&Programação (Computadores),"Pereira, Silvio do Lago.",Livro,1,2008.0,"12.ed. /#$&rev., atual.","Érica,",9788571943704,"['Estruturas de dados (Computação)', 'Programação (Computadores)']",Estruturas de dados (Computação)
231911,Poesia de resistência à ditadura civil-militar :,(1964-1985) /,Poesia brasileira -#$&História e crítica.#$&Ditadura militar.,"Jutgla, Cristiano Augusto da Silva.",Livro,1,2015.0,,"UFSM,",9788599527382,"['Poesia brasileira -', 'História e crítica', 'Ditadura militar']",Poesia brasileira -
232078,Construindo sistemas Linux embarcados :,"conceitos, técnicas, truques e dicas /",Linux (Sistema operacional de computador)#$&Sistemas embarcados (Computadores)#$&Sistemas operacionais (Computadores),,Livro,2,2009.0,2. ed.,"Alta Books,",,"['Linux (Sistema operacional de computador)', 'Sistemas embarcados (Computadores)', 'Sistemas operacionais (Computadores)']",Linux (Sistema operacional de computador)
232090,Programação Shell Linux,,Shell (Linguagem de programação).#$&Linux (Sistema operacional de computador).,"Neves, Julio Cezar,",Livro,15,2015.0,10. ed. -,"Brasport,",,"['Shell (Linguagem de programação)', 'Linux (Sistema operacional de computador)']",Shell (Linguagem de programação)
232263,Segurança em informatica e de informações,,Proteção de dados.#$&Centros de processamento de dados -#$&Medidas de segurança,"Caruso, Carlos A. A.",Livro,2,1999.0,2. ed. rev. e ampl.,"SENAC São Paulo,",8573590963,"['Proteção de dados', 'Centros de processamento de dados -', 'Medidas de segurança']",Proteção de dados
232267,Redes de computadores :,fundamentos /,Redes de computadores,"Moraes, Alexandre Fernandes.",Livro,1,2004.0,1. ed. -,"Érica,",8536500433,['Redes de computadores'],Redes de computadores
232367,Engenharia de software,,Engenharia de software.,"Pressman, Roger S.",Livro,3,2006.0,6. ed. -,"McGraw-Hill,",8586804576,['Engenharia de software'],Engenharia de software
232442,CVS :,controle de versões e desenvolvimento colaborativo de software /,Software -#$&Desenvolvimento.#$&CVS(Current Versions System) -#$&Ferramenta open-source.,"Caetano, Cristiano,",Livro,1,2004.0,,"Novatec,",,"['Software -', 'Desenvolvimento', 'CVS(Current Versions System) -', 'Ferramenta open-source']",Software -
232823,Análise orientada a objetos,,Programação orientada a objetos (Computação),"Correia, Carlos Henrique.",Livro,1,2006.0,2. ed. -,"Visual Books,",8575022008,['Programação orientada a objetos (Computação)'],Programação orientada a objetos (Computação)
232843,Software architecture in practice,,Software.#$&Arquitetura de computador.#$&Projeto de sistemas.,"Bass, Len.",Livro,3,2013.0,3. ed. -,"Addison-Wesley,",9780321815736,"['Software', 'Arquitetura de computador', 'Projeto de sistemas']",Software
232852,Plone 4 :,administrando servidores Plone 4.x na prática /,Sites da Web#$&Desenvolvimento#$&Software gratuito#$&Programação para Internet#$&Banco de dados#$&Gerência,"Luiz, Rogério da Costa Dantas",Livro,5,2014.0,,"Brasport,",,"['Sites da Web', 'Desenvolvimento', 'Software gratuito', 'Programação para Internet', 'Banco de dados', 'Gerência']",Sites da Web
232854,Documenting software architectures :,views and beyond /,Arquitetura dos computadores.#$&Arquitetura de software.,,Livro,3,2011.0,2. ed. -,"Addison-Wesley,",,"['Arquitetura dos computadores', 'Arquitetura de software']",Arquitetura dos computadores
232863,Dynamic and partial reconfigurable embedded systems design with UML,,Sistemas ambarcados#$&UML(Linguagem unificada de modelagem) -#$&Sistemas adaptativos -,"Vidal, Jorgiano Márcio Bruno.",Tese,1,2010.0,,,,"['Sistemas ambarcados', 'UML(Linguagem unificada de modelagem) -', 'Sistemas adaptativos -']",Sistemas ambarcados
232870,The structure of complex networks :,theory and applications /,System analysis.#$&Análise de Sistema.#$&Redes de Computadores.#$&Arquitetura de redes.#$&Informática.,"Estrada, Ernesto,",Livro,5,2012.0,,"Oxford University Press,",,"['System analysis', 'Análise de Sistema', 'Redes de Computadores', 'Arquitetura de redes', 'Informática']",System analysis
232871,Dynamical processes on complex networks,,System analysis.#$&Graph theory.#$&Network theory.#$&Redes de computadores.#$&Informática.,"Barrat, Alain,",Livro,5,2008.0,,"Cambridge University Press,",,"['System analysis', 'Graph theory', 'Network theory', 'Redes de computadores', 'Informática']",System analysis
232872,"Big data, big analytics :",emerging business intelligence and analytic trends for today's businesses /,Inteligência competitiva (Administração)#$&Tecnologia da Informação.#$&Processamento de dados.#$&Mineração de dados (Computação).#$&Planos estratégicos.,"Minelli, Michael,",Livro,2,2013.0,,"John Wiley & Sons, Inc.,",9781118147603,"['Inteligência competitiva (Administração)', 'Tecnologia da Informação', 'Processamento de dados', 'Mineração de dados (Computação)', 'Planos estratégicos']",Inteligência competitiva (Administração)
232992,Delphi 5 :,básico e avançado : visão objetiva e prática /,Delphi (Programa de computador),"Fernandes, André,",Livro,1,2000.0,2. ed. -,"Book Express,",,['Delphi (Programa de computador)'],Delphi (Programa de computador)
233025,Análise de pontos de função :,"medição, estimativas e gerência de projetos de software /",Análise de sistemas.#$&Projeto de sistemas.,"Vazquez, Carlos Eduardo.",Livro,1,2007.0,7. ed. -,"Érica,",,"['Análise de sistemas', 'Projeto de sistemas']",Análise de sistemas
233050,Segurança de redes :,referência rápida /,Segurança de rede (computação).#$&Hackers.#$&Rede de computadores -#$&Medida de segurança.#$&Proteção de dados.,"Horton, Mike.",Livro,1,2003.0,,"Elsevier,",8535213511,"['Segurança de rede (computação)', 'Hackers', 'Rede de computadores -', 'Medida de segurança', 'Proteção de dados']",Segurança de rede (computação)
233055,Introdução à programação :,do algoritimo [sic] às linguagens atuais /,Algorítmos#$&Programação (Computadores)#$&Linguagem de programação (Computadores),"Paiva, Severino.",Livro,3,2015.0,"2. ed., rev. e ampl. -","Ciência Moderna,",,"['Algorítmos', 'Programação (Computadores)', 'Linguagem de programação (Computadores)']",Algorítmos
